is_slaughter_boat,is_wellboat,mmsi,ship_register_vessel_type,ship_register_vessel_type_name_en,ship_register_vessel_type_name_no,ship_type,vessel_name
false,false,257012480,4B,GENERAL DRY CARGO SHIP,STYKKGODSSKIP: VANLIG STYKKGODS,70,STEYER
false,false,257031020,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,38,STIG HARRY
false,false,257946500,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,STINE V
false,false,257058890,,,,54,STJERNOY
false,false,257024960,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,STJERNØY
false,false,257379400,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,40,STJERNSUND
false,false,257093740,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,99,STJERNTIND
false,false,257019640,8F2,TRAINING CRAFT,OPPLÆRINGINGSFARTØY,75,STØ KURS
false,false,265472000,,,,70,STOCKHOLM
false,false,257634600,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,79,STOKKEN
false,false,257807600,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,79,STOKKØY
false,false,257073700,5C1,CAR FERRY,BILFERGE,70,STOLMASUND
false,false,257559700,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,STOLMEN
false,false,257405900,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,STOLT AQUARIUS
false,false,257716700,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,STOLT CETUS
false,false,257747900,,,,70,STOLT ORION
false,false,257352900,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,STOLT PEGASUS
false,false,259531000,7A1,TUG,SLEPEBÅT,52,STONE
false,false,257964800,8K1,DRY FODDER BOAT,FORINGSBÅT,70,STOREGUTT
false,false,257033650,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,STORFJELL
false,false,257038940,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,STORHAV
false,false,257405500,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,STORHOLM
false,false,257004210,6C,SEALER/WHALER,FISKE/FANGSTFARTØY: SELFANGER/HVALFANGER,30,STORHOLM
false,false,257089430,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,STORHOLMEN
false,false,257061580,,,,90,STORJA
false,false,258007950,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,53,STORJO
false,false,258032920,5K1,SMALL CAPACITY PASSENGER SHIPS & FERRIES,FARTØY MED BEGRENSET PASSASJERBEFORDRING,3,STØRKÅ III
false,false,257059200,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,53,STORKEN
false,false,258027600,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,40,STORM
false,false,257689600,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,STORM
false,false,257971800,,,,53,STORM
false,false,257769600,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,60,STORM
false,false,259015010,,,,55,STORM
false,false,258258500,7F2,RESCUE VESSEL,REDNINGSFARTØY,51,STORMBULL
false,false,257044340,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,99,STORMEN
false,false,257574500,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,STORMEN SENIOR
false,false,257095070,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,STORMHAV
false,false,246695000,,,,99,STORNES
false,false,257021710,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,33,STORNES
false,false,257025360,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,STORØY
false,false,257348220,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,33,STORØY
false,false,257080810,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,STORØY II
false,false,257151600,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,STORSJONA
false,false,257122310,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,33,STORSKJÆR
false,false,257058020,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,STORSTEIN
false,false,257482600,6H,FISHING/HUNTING VESSEL: KELP TRAWLER,FISKE/FANGSTFARTØY: TARETRÅLER,30,STORTAREN
false,false,257127190,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,STORTIND
false,false,258026950,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,22,STORTIND
false,false,257029650,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,56,STORTIND
false,false,259536000,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,STORVIG
false,false,257776500,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,STRANDFLÆSA
false,false,257010240,,,,70,STRAUMAR
false,false,257177000,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,STRAUMBERG
false,false,257744000,4B,GENERAL DRY CARGO SHIP,STYKKGODSSKIP: VANLIG STYKKGODS,79,STRAUMFRAKT
false,false,258022840,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,37,STRAUMØY
false,false,257472000,7D1,SUPPLY VESSEL,FORSYNINGSSKIP,70,STRIL BARENTS
false,false,259006000,7D1,SUPPLY VESSEL,FORSYNINGSSKIP,70,STRIL EXPLORER
false,false,257597000,7D1,SUPPLY VESSEL,FORSYNINGSSKIP,90,STRIL LUNA
false,false,257475000,7D1,SUPPLY VESSEL,FORSYNINGSSKIP,70,STRIL MERMAID
false,false,257320600,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,38,STRØMØY
false,false,257318500,5K,OTHER SMALL PASS.SHIPS/FERRIES/AMBULANCE,ANDRE SMÅ PASSASJERSKIP/FERGE/LEGE/SKYSS,69,STRØNSTAD
false,false,257714700,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,52,STRUTEN
false,false,257142800,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,STURLA S
false,false,258042500,7A,TUG/SALVAGE SHIP,SPESIALSKIP: SLEPE/BERGING,52,STYRBJØRN
false,false,259578000,7D1,SUPPLY VESSEL,FORSYNINGSSKIP,95,SUBSEA VIKING
false,false,257225500,7E3,WORK BOAT FOR THE LIGHTHOUSE AUTHORITY,ARBEIDSBÅT FOR FYRVESENET,70,SULA
false,false,257988900,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,SULAFISK
false,false,257944600,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,SULAFJORD
false,false,259641000,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,SULAVÅG
false,false,258003290,4B,GENERAL DRY CARGO SHIP,STYKKGODSSKIP: VANLIG STYKKGODS,75,SULE VIKING
false,false,257305000,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,SULEBAS
false,false,257036400,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,79,SULEFJORD
false,false,258003630,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,SULEGLIMT
false,false,257314640,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,SULETRÅL
false,false,257051140,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,SULETRÅL
false,false,257028360,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,56,SULETRANS
false,false,258208050,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,99,SULEVÆR
false,false,257000550,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,SULISKONGEN
false,false,257875500,,,,70,SUNDOEY
false,false,259192000,7F2,RESCUE VESSEL,REDNINGSFARTØY,51,SUNDT FLYER
false,false,259167000,5B1,PASSENGER SHIP,PASSASJERSKIP,60,SUNNHORDLAND
false,false,257465800,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,99,SUNNIVA
false,false,258014160,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,99,SUNNIVA
false,false,257340000,3B,BULK CARRIER,BULKSKIP: VANLIG BULK,70,SUPERIOR
false,false,230143150,,,,33,SURVEY 7
false,false,230150050,,,,33,SURVEY 8
false,false,257075380,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,90,SURVEYOR 1
false,false,257345620,,,,30,SUTIND
false,false,257106420,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,SVANFJELL
false,false,257610800,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,99,SVANFJELL
false,false,257880500,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,SVANFJELL
false,false,257926900,8F2,TRAINING CRAFT,OPPLÆRINGINGSFARTØY,99,SVANHILD
false,false,257000280,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,79,SVANØY HAVBRUK
false,false,257666900,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,79,SVANSØY 2
false,false,257896800,9E1,BARGE,LEKTER,70,SVARTBAKEN
false,false,257061570,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,90,SVARTFJELL
false,false,257315000,4C,REFRIGERATED CARGO SHIP,STYKKGODSSKIP: FRYSE- OG KJØLE,70,SVARTFOSS
false,false,109120458,,,,0,SVARTHAV 1 70
false,false,109120459,,,,0,SVARTHAV 2 67
false,false,257069160,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,52,SVARTSKJÆR
false,false,258340000,4D,PALLET CARRIER,STYKKGODSSKIP: PALLE,70,SVEAFJORD
false,false,259119000,4F,CONTAINER SHIP,STYKKGODSSKIP: CONTAINER,70,SVEALAND
false,false,259506000,4B,GENERAL DRY CARGO SHIP,STYKKGODSSKIP: VANLIG STYKKGODS,79,SVEASUND
false,false,259449000,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,SVEBÅEN
false,false,257088460,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,SVELUNGEN
false,false,257392400,5C,CAR FERRY,PASSASJERSKIP/FERGER: BIL,69,SVELVIKSUND
false,false,257542700,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,SVENNINGEN
false,false,257603700,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,SVENNINGEN
false,false,257526700,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,70,SVERRE JUNIOR
false,false,257216020,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,99,SYCLON
false,false,258007330,,,,90,SYDNES
false,false,258166000,4B,GENERAL DRY CARGO SHIP,STYKKGODSSKIP: VANLIG STYKKGODS,70,SYKLUS
false,false,257002160,8K1,DRY FODDER BOAT,FORINGSBÅT,52,SYLSNES
false,false,259678000,5F,PASSENGER/GENERAL CARGO SHIP,KOMBINERT PASSASJER-/STYKKGODSSKIP,45,SYLVARNES
false,false,257345400,5K,OTHER SMALL PASS.SHIPS/FERRIES/AMBULANCE,ANDRE SMÅ PASSASJERSKIP/FERGE/LEGE/SKYSS,49,SYLVKALLEN
false,false,257564010,5B1,PASSENGER SHIP,PASSASJERSKIP,69,SYMRA
false,false,257019510,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,79,SYNNE
false,false,257607700,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,SYV SØSTRE
false,false,586707205,,,,0,T 6 K BOUY 1
false,false,109080204,,,,0,T 6 K BOUY 5
false,false,258023660,,,,31,T B LIAM
false,false,983192009,,,,90,T T FIREBIRD LIMO
false,false,109011312,,,,0,T100K BUOY9
false,false,257062790,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,40,TAIFUN
false,false,235067673,,,,99,TAMINA SPIRIT
false,false,258119500,5I4,CATAMARAN PASSENGER,KATAMARAN PASSASJER,40,TANSØY
false,false,257222040,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,33,TANTEYEN
false,false,257114750,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,TARANGER
false,false,257097450,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,TARE
false,false,257289320,6H,FISHING/HUNTING VESSEL: KELP TRAWLER,FISKE/FANGSTFARTØY: TARETRÅLER,30,TAREBAS
false,false,257107040,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,30,TAREHAV
false,false,257086720,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,30,TARESKJÆR
false,false,257020390,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,TARESUND
false,false,257042320,6H,FISHING/HUNTING VESSEL: KELP TRAWLER,FISKE/FANGSTFARTØY: TARETRÅLER,30,TAREVIKING
false,false,257088850,,,,30,TARGAEN
false,false,257142500,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,60,TARGAN
true,false,257090830,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,90,TAUMAR
true,true,257077570,3H,WELL BOAT,BRØNNFARTØY,70,TAUPIRI
true,true,257060720,3H,WELL BOAT,BRØNNFARTØY,90,TAUPO
false,true,257060728,3H,WELL BOAT,BRØNNFARTØY,99,TAUPO
true,true,258232000,3H,WELL BOAT,BRØNNFARTØY,90,TAURANGA
false,false,258000600,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,52,TAURUS
false,false,257828860,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,53,TAUTRA 
false,false,257039800,,,,60,TAXI
false,false,941218057,,,,0,TB SLEP
false,false,257065250,,,,40,TEAMX
false,false,257036360,5I5,CATAMARAN PASSENGER/GENERAL CARGO,KATAMARAN KOMB. PASSASJER/STYKKGODS,60,TEDNO
false,false,257252500,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,52,TEIDE
false,false,258030890,,,,70,TEIST
false,false,257034650,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,60,TEISTEN
false,false,257963290,9C,PLEASURE CRAFT/YACHT,FRITIDSFARTØY,99,TEISTEN
false,false,259479000,5I4,CATAMARAN PASSENGER,KATAMARAN PASSASJER,40,TEISTEN
false,false,257735700,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,53,TELLEFISK
false,false,257068390,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,99,TELNESTIND
false,false,257470020,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,99,TEMPO
false,false,258312000,7A1,TUG,SLEPEBÅT,52,TENAX
false,false,257060850,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,90,TENNHOLMEN
false,false,258516610,,,,99,TENNING
false,false,257969700,,,,70,TENNOY
false,false,257096580,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,TEODOR
false,false,257057580,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,52,TERI
false,false,257019880,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,53,TERJE
false,false,258210500,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,TERMAR
false,false,257908600,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,TERNA
false,false,258026900,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,33,TERNA
false,false,257317900,,,,36,TERNA
false,false,257014170,,,,70,TERNEN
false,false,258015890,4B,GENERAL DRY CARGO SHIP,STYKKGODSSKIP: VANLIG STYKKGODS,70,TERNESKJÆR
false,false,258435000,4D,PALLET CARRIER,STYKKGODSSKIP: PALLE,70,TERNESKJÆR
false,false,258025950,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,TERNHOLM
false,false,258087590,,,,37,TH10
false,false,258087530,,,,82,TH4
false,false,258022690,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,60,THE WHITE TAIL
false,false,257063780,,,,34,THEA
false,false,257125770,5K2,SMALL CAPACITY AMBULANCE BOAT/CONVEYER,LEGE-/SKYSSFARTØY,58,THEA JENSEN
false,false,257121890,,,,70,THEIS
false,false,219996000,,,,31,THOR
false,false,257985600,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,THORBJØRN
false,false,257034360,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,THORBJØRN
false,false,257132970,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,THORVALD JOHAN
false,false,258266500,5I4,CATAMARAN PASSENGER,KATAMARAN PASSASJER,40,TIDEVIND
false,false,259003870,,,,40,TIGERGUTT
false,false,258014770,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,34,TINA
false,false,982570147,,,,30,TINE
false,false,258879000,4B,GENERAL DRY CARGO SHIP,STYKKGODSSKIP: VANLIG STYKKGODS,70,TINTO
false,false,257500800,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,99,TIPP
false,false,257753500,5K1,SMALL CAPACITY PASSENGER SHIPS & FERRIES,FARTØY MED BEGRENSET PASSASJERBEFORDRING,30,TIRO
false,false,231893000,,,,99,TJALDURSHELLA
false,false,258027300,,,,33,TJELD
false,false,258998000,5I5,CATAMARAN PASSENGER/GENERAL CARGO,KATAMARAN KOMB. PASSASJER/STYKKGODS,40,TJELDEN
false,false,257069260,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,79,TJØTTAGUTTEN
false,false,257133710,,,,70,TJOTTAJENTA
false,false,257034660,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,60,TJØTTAJENTA
false,false,257191200,,,,55,TK FALKEN
false,false,257338600,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,55,TK SVINØR
false,false,941500652,,,,0,TK9 BUOY 3 28
false,false,257973700,,,,99,TOBIAS
false,false,257619700,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,TOBIASEN
false,false,257001490,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,TOBIASEN
false,false,257632900,,,,33,TOBO
false,false,257036950,,,,30,TOCY SB X
false,false,518100471,,,,37,TOGO
false,false,258043000,1F2,WATER TANKER,TANKSKIP FOR VANN,79,TONNY
false,false,259029850,,,,70,TONOY
false,false,257029750,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,TOPAS
false,false,257007900,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,52,TOR ARNE
false,false,259016330,,,,99,TOR ARNT
false,false,257034840,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,99,TOR HARALD
false,false,257670500,,,,30,TOR WERNER
false,false,257103600,7A,TUG/SALVAGE SHIP,SPESIALSKIP: SLEPE/BERGING,52,TORANES
false,false,257673600,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,33,TORBJØRG S
false,false,257410900,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,TORE HUND
false,false,257132700,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,TORE I
false,false,257991700,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,TORGHATTEN
false,false,257055750,,,,70,TORILL
false,false,265028000,,,,30,TORLAND
false,false,257983600,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,TORNADO
false,false,257633490,,,,99,TORNEDO
false,false,257052800,5B,PASSENGER SHIP/CRUISE SHIP,PASSASJERSKIP/FERGER: PASSASJER/CRUISE,60,TORNEROSE
false,false,258030690,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,TORRA
false,false,257022600,,,,90,TORRA
false,false,257496900,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,TORRISLAKS 3
false,false,257058910,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,54,TORUNGEN
false,false,257107290,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,33,TORVØY
false,false,257053800,5B,PASSENGER SHIP/CRUISE SHIP,PASSASJERSKIP/FERGER: PASSASJER/CRUISE,60,TOSFART
false,false,257004850,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,79,TOTT
false,false,257058180,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,37,TOTT
false,false,257363800,,,,52,TOTTA
false,false,257058580,,,,37,TRAALE
false,false,258029500,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,38,TRANØYFJORD
false,false,257097100,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,79,TRANSPORTER
false,false,257036140,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,TRELLEVIK 
false,false,257968800,,,,70,TRESKO
false,false,257108000,4A,GENERAL CARGO SHIP: - UNSPECIFIED,STYKKGODSSKIP: - UBESTEMT,75,TRINE CHARLOTTE
false,false,259234000,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,79,TRIO 2
false,false,257089980,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,40,TRIPPLE3
false,false,257398600,7A,TUG/SALVAGE SHIP,SPESIALSKIP: SLEPE/BERGING,52,TRISET
false,false,257062060,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,79,TRISTEIN
false,false,258093640,,,,60,TRITILLEN
false,true,257668000,3H,WELL BOAT,BRØNNFARTØY,95,TRITON
false,false,258026620,,,,70,TRITON
false,false,257974900,8K1,DRY FODDER BOAT,FORINGSBÅT,70,TRITON
false,false,257968700,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,TRITON
false,false,257103840,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,TRITON
false,false,257035850,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,TRODA
false,false,257090310,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,52,TROFART
false,false,257723800,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,30,TROLAND
false,false,259019670,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,79,TROLE
false,false,258713000,4B,GENERAL DRY CARGO SHIP,STYKKGODSSKIP: VANLIG STYKKGODS,70,TROLL
false,false,257073460,,,,40,TROLL
false,false,257507800,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,TROLL
false,false,257156700,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,TROLLBAS
false,false,257015350,,,,99,TROLLET
false,false,257063480,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,99,TROLLFJORD
false,false,258465000,5F,PASSENGER/GENERAL CARGO SHIP,KOMBINERT PASSASJER-/STYKKGODSSKIP,60,TROLLFJORD
false,false,258027360,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,TROLLGUTT
false,false,259004890,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,TROLLHATTEN
false,false,257707600,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,90,TROLLHESTEN
false,false,257596700,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,30,TROLLHOLMEN
false,false,257742700,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,TROLLØY
false,false,257220500,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,TROLLSJØ
false,false,258003850,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,79,TROLLSKJÆR
false,false,257839700,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,TROLLSØY
false,false,257126640,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,40,TROLLTEKSÅ
false,false,257626600,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,99,TROLLTIND
false,false,257000970,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,TROLLTIND
false,false,257762900,9I,OTHERS: UNSPECIFIED,DIVERSE: UBESTEMT,69,TROLLTIND EXPERIENCE
false,false,257254700,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,TROLLUNGEN
false,false,259006100,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,99,TROMANN
false,false,258255500,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,TROMS EXPLORER
false,false,258243500,5B1,PASSENGER SHIP,PASSASJERSKIP,60,TROMSØ
false,false,257097340,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,40,TROMVIK
false,false,259612000,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,TRØNDERBAS
false,false,259501000,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,TRØNDERHAV
false,false,257053350,7A1,TUG,SLEPEBÅT,52,TRONDS LAX
false,false,257191400,7H,CRANE VESSEL/FLOATING CRANE,SPESIALSKIP: KRANFARTØY/FLYTEKRAN,90,TRONDS LIFT 6
false,false,259029690,7H2,FLOATING CRANE,FLYTEKRAN,90,TRONDS LIFT 8
false,false,351397000,,,,95,TRONDS LIFT 8
false,false,259142000,7A1,TUG,SLEPEBÅT,52,TRONDS MAX
false,false,257068490,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,TRONDSKJÆR
false,false,257643800,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,TRYGG
false,false,257825800,,,,70,TRYGGHOLM
false,false,257015000,6F,STERN-/FACTORY TRAWLER,FISKE/FANGSTFARTØY: HEKK-/FABRIKKTRÅLER,30,TRYGVASON
false,false,257129470,,,,70,TRYGVE
false,false,257059600,,,,99,TRYGVE BRAARUD
