is_slaughter_boat,is_wellboat,mmsi,ship_register_vessel_type,ship_register_vessel_type_name_en,ship_register_vessel_type_name_no,ship_type,vessel_name
false,false,257261800,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,FRØYFJORD
false,false,257092350,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,34,FRØYGARD
false,false,257956600,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,57,FRØYGUTT
false,false,258020350,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,FRØYHAV
false,false,257836600,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,33,FRØYHAV
false,false,259027520,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,FRØYLAKS
false,false,257564700,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,31,FRØYLAKS
false,false,259026980,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,33,FRØYLIN
false,false,257844600,,,,52,FROYLYS
false,false,257123410,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,30,FRØYMANN
false,false,257493800,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,FRØYSJØ
false,false,257743600,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,34,FRØYSKARV
false,false,257000260,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,33,FRØYSPRINT
false,true,257255000,3H,WELL BOAT,BRØNNFARTØY,99,FRØYSTRAND
false,true,257254616,3H,WELL BOAT,BRØNNFARTØY,99,FRØYSTRAND
false,false,257479500,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,33,FRØYSUL
false,false,257076330,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,97,FRØYSUND
false,true,258230000,3H,WELL BOAT,BRØNNFARTØY,79,FRØYTRANS
false,false,257048230,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,52,FRØYVARG
false,false,257244900,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,33,FRØYVASK
false,false,257029850,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,40,FRØYVIK
false,false,257518900,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,FRØYVIND
false,false,257518800,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,90,FRU INGER
false,false,232025974,,,,90,FS AQUARIUS
false,false,258030860,8E,FACTORY SHIP,FABRIKKSKIP,70,FSV SUPERIOR
false,false,259016601,,,,40,FUGGELOY
false,false,257090600,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,FUGLØY
false,false,257681500,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,FUGLØYBUEN
false,false,257198540,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,FUGLØYFISK
false,false,258023090,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,90,FUGLØYTIND
false,false,257004250,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,79,FUGLSETFJORD
false,false,257030950,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,79,FUJI
false,false,257246800,,,,30,FUJI
false,false,259681000,5C1,CAR FERRY,BILFERGE,60,FYKAN
false,false,258008380,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,79,FYKSE
false,false,257032210,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,FYLLINGSNES
false,false,257817500,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,FYRHOLM
false,false,258517000,7C,RESEARCH/WEATHER/PROTECTION/SEISMIC SHIP,SPESIALSKIP: FORSKN/VÆRVARS/OPPSYN/SEISM,33,G.M. DANNEVIG
false,false,259172000,5B1,PASSENGER SHIP,PASSASJERSKIP,60,GAA PAA
false,false,257074870,5I4,CATAMARAN PASSENGER,KATAMARAN PASSASJER,40,GABRIELE
false,false,257317000,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,GADUS NEPTUN
false,false,257656000,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,GADUS NJORD
false,false,258778000,6E,TRAWLER,FISKE/FANGSTFARTØY: TRÅLER,30,GADUS POSEIDON
false,false,257059310,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,GALANT
false,false,257001390,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,GALTEN
false,false,258027750,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,90,GALTEN
false,false,257484500,5F,PASSENGER/GENERAL CARGO SHIP,KOMBINERT PASSASJER-/STYKKGODSSKIP,60,GAMLE MÅRØY
false,false,257226500,7E,LIGHTSHIP/TENDER,SPESIALSKIP: FYR OG FORSYNING,90,GAMLE OKSØY
false,false,258030770,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,GAMNES
false,false,257892500,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,33,GARD
false,false,880220219,,,,37,GARDSOYA BAT 1
false,false,257986800,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,90,GARM
false,false,257897600,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,33,GARM
false,false,257986700,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,31,GARP
false,false,257096340,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,53,GÅSO
false,true,257252000,3H,WELL BOAT,BRØNNFARTØY,90,GÅSØ FREYJA
false,true,259035000,3H,WELL BOAT,BRØNNFARTØY,70,GÅSØ HØVDING
false,true,257075000,3H,WELL BOAT,BRØNNFARTØY,70,GÅSØ JARL
false,true,259172280,3H,WELL BOAT,BRØNNFARTØY,99,GÅSØ JARL
false,true,257861432,3H,WELL BOAT,BRØNNFARTØY,99,GÅSØ JARL
false,true,258100000,3H,WELL BOAT,BRØNNFARTØY,90,GÅSØ ODIN
false,true,257906000,6XG,FISHING VESSEL / SEALER: WELL BOAT,FISKE/FANGSTFARTØY: BRØNNFARTØY,70,GÅSØ VIKING
false,true,257906040,6XG,FISHING VESSEL / SEALER: WELL BOAT,FISKE/FANGSTFARTØY: BRØNNFARTØY,99,GÅSØ VIKING
false,false,259015460,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,60,GASTN
false,false,257815900,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,GÅSUNGEN
false,false,257674600,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,GEDENIUS
false,false,257978700,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,GEIR
false,false,257301000,2A,CARGO/BULK/CONTAINER CARRIER,KOMBINERTSKIP: STYKKGODS/BULK/CONTAINER,70,GEIR TORE H
false,false,257515600,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,GEIR VIKING
false,false,257253400,5C,CAR FERRY,PASSASJERSKIP/FERGER: BIL,60,GEISNES
false,false,257060930,,,,30,GEITINGEN
false,false,257079810,,,,60,GENITO JR
false,false,257067570,,,,33,GEO CAT
false,false,258020750,,,,33,GEOFJORD IV
false,false,257068230,7C,RESEARCH/WEATHER/PROTECTION/SEISMIC SHIP,SPESIALSKIP: FORSKN/VÆRVARS/OPPSYN/SEISM,90,GEOGRAPH
false,false,258208430,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,GEORG JENSEN
false,false,257647600,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,33,GERD M
false,false,257071020,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,GERD O
false,false,257521000,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,GERDA MARIE
false,true,259692000,3H,WELL BOAT,BRØNNFARTØY,70,GERDA SÆLE
false,false,257883500,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,GERHARD JAKOBSEN
false,false,982570340,,,,51,GFA MOB
false,false,257904900,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,51,GIDEON
false,false,259680000,5C1,CAR FERRY,BILFERGE,66,GILDESKÅL
false,false,257139240,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,GILL
false,false,257192540,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,GISKE
false,false,219745000,,,,30,GITTE
false,false,257074240,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,33,GJÆVA
false,false,257922900,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,38,GJEGNEN
false,false,258005500,7F2,RESCUE VESSEL,REDNINGSFARTØY,51,GJERT WILHELMSEN
false,false,257037770,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,GJESING JUNIOR
false,false,257675800,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,99,GJESINGFJORD
false,false,258025670,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,GJESVÆR
false,false,257056700,4B,GENERAL DRY CARGO SHIP,STYKKGODSSKIP: VANLIG STYKKGODS,70,GJØA
false,false,257042110,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,99,GLACIALIS
false,false,257696800,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,99,GLÅPEN
false,false,257995800,,,,70,GLIMT II
false,false,257802800,,,,90,GLIMTEN
false,false,258025050,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,99,GOALSI
true,false,257063650,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,79,GODFISKEN
false,false,257058800,5K,OTHER SMALL PASS.SHIPS/FERRIES/AMBULANCE,ANDRE SMÅ PASSASJERSKIP/FERGE/LEGE/SKYSS,69,GODØYSUND EKSPRESSEN
false,false,258030820,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,40,GOLF
false,false,257822600,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,99,GORM
false,false,258215500,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,99,GOSPEL
false,false,210222000,,,,52,GPS AVENGER
false,false,258325500,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,40,GRABBETUSS
false,false,257264700,5B,PASSENGER SHIP/CRUISE SHIP,PASSASJERSKIP/FERGER: PASSASJER/CRUISE,60,GRANVIN
false,false,259002590,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,GRAVTIND
false,false,257995000,4B,GENERAL DRY CARGO SHIP,STYKKGODSSKIP: VANLIG STYKKGODS,70,GREEN SEA SERVICE
false,false,258028780,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,GRIEG ELEKTRA
false,false,257832700,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,99,GRIEG SENIOR
false,false,257789800,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,GRIEGARTIC
false,false,258367500,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,GRIEGFJORD
false,false,258391500,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,GRIEGKATT
false,false,257825700,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,GRIEGSTJERNÅ
false,false,257749600,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,GRIEGVIER
false,true,258394500,3H,WELL BOAT,BRØNNFARTØY,70,GRIP ANTARCTIC
false,true,259634000,,,,75,GRIP ARCTIC
false,false,257225800,1B,OIL TANKER,TANKSKIP: OLJE,80,GRIP BUNKER
false,true,257802000,3H,WELL BOAT,BRØNNFARTØY,99,GRIP EXPLORER
false,false,257230800,1B,OIL TANKER,TANKSKIP: OLJE,80,GRIP SOLAR
false,false,257067400,1B,OIL TANKER,TANKSKIP: OLJE,80,GRIPTANK
false,false,257097300,,,,54,GROGNA
false,false,257019330,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,30,GRØNGYLTA
false,false,257189640,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,GRØNHOLM
false,true,257699000,3H,WELL BOAT,BRØNNFARTØY,70,GROTANGER
false,false,257336000,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,GROTLE
false,false,257341420,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,99,GRUNNBAKK
false,false,257266900,8K1,DRY FODDER BOAT,FORINGSBÅT,99,GUBBEN
false,false,257107110,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,99,GULARØY
false,false,257252820,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,GULASKJER
false,false,257120130,,,,54,GULJO
false,false,258326000,4B,GENERAL DRY CARGO SHIP,STYKKGODSSKIP: VANLIG STYKKGODS,79,GULLAAS
false,false,258027760,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,GULLHOLM
false,false,257633600,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,GUNN-EMILIE
false,false,257084040,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,GUNNAR JARL
false,false,257037710,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,GUNNAR K
false,false,257164500,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,99,GURATIND
false,false,257654600,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,79,GURI
false,false,259029210,,,,70,GUSTAV
false,false,257035380,,,,40,GUTTORM
false,false,257706900,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,99,GYDA
false,false,257008390,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,99,GYDA
false,false,257012330,,,,79,GYDA
false,false,257014790,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,34,GYDA
false,false,259427000,5B1,PASSENGER SHIP,PASSASJERSKIP,40,GYDA
false,false,257358800,7A1,TUG,SLEPEBÅT,52,GYLTINGEN
false,false,257045680,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,33,GYME
false,false,257059840,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,33,GYRO
false,false,235009870,,,,35,H M S BLAZER
false,false,259200000,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,H NILSEN
false,false,257126710,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,99,H.LARSEN
false,false,258376500,,,,70,HAAKON
false,false,257086200,,,,35,HAALINGEN 2
false,false,257069500,,,,55,HAAREK
false,false,257936700,8K1,DRY FODDER BOAT,FORINGSBÅT,60,HADSELFJORD
false,false,257161800,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,HÆLGE
false,false,258551000,7F,PILOT VESSEL/RESCUE VESSEL/FIRE ENGINE,SPESIALSKIP: LOS/REDNING/SJØBRANNSPRØYTE,60,HAGBART WAAGE
false,false,257130750,,,,70,HAGESTJERNA
false,false,258059000,4B,GENERAL DRY CARGO SHIP,STYKKGODSSKIP: VANLIG STYKKGODS,70,HAGLAND PIONEER
false,false,257415000,4B,GENERAL DRY CARGO SHIP,STYKKGODSSKIP: VANLIG STYKKGODS,70,HAGLAND PREMIER
false,false,257042710,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,HÅJA
false,false,257207700,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,33,HÅJA
false,false,257666500,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,HALDORSON
false,false,259176000,7F2,RESCUE VESSEL,REDNINGSFARTØY,51,HALFDAN GRIEG
false,false,257725600,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,HALLARØY
false,false,257611500,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,222,HALLVARDSON
false,false,258022100,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,79,HÅLØY JARL
false,false,258017970,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,79,HÅLØY OTTAR
false,false,257094310,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,79,HÅLØY VIKINGSON
false,false,259036500,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,HÅLØYGEN
false,false,257851800,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,HALSAFJORD
false,false,257025960,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,HALSAKRONA
false,false,259005800,1B,OIL TANKER,TANKSKIP: OLJE,89,HALTBAKK BUNKER
false,false,266225000,,,,83,HALTBAKK BUNKER
false,false,257121400,1B,OIL TANKER,TANKSKIP: OLJE,80,HALTBAKK BUNKERSERVICE
false,false,259859000,4B,GENERAL DRY CARGO SHIP,STYKKGODSSKIP: VANLIG STYKKGODS,79,HALTBAKK COMABAR
false,false,257371500,7E,LIGHTSHIP/TENDER,SPESIALSKIP: FYR OG FORSYNING,90,HALTBAKK SERVER
false,false,258129000,4B,GENERAL DRY CARGO SHIP,STYKKGODSSKIP: VANLIG STYKKGODS,70,HALTBAKK STAR
false,false,257571000,1B,OIL TANKER,TANKSKIP: OLJE,89,HALTBAKK VIKING
false,false,257529000,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,HALTENTRÅL
false,false,257128070,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,99,HALVARD
false,false,257020660,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,53,HAMARØYSKAFTET
false,false,257068090,,,,60,HAMMERFEST
false,false,257058150,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,53,HAMRAN
false,false,257977700,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,HANNE
false,false,257603000,5I4,CATAMARAN PASSENGER,KATAMARAN PASSASJER,40,HANØY
false,false,257155400,7C,RESEARCH/WEATHER/PROTECTION/SEISMIC SHIP,SPESIALSKIP: FORSKN/VÆRVARS/OPPSYN/SEISM,90,HANS BRATTSTRØM
false,false,257035360,7F2,RESCUE VESSEL,REDNINGSFARTØY,51,HANS HERMAN HORN
false,false,257852600,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,HARABALL
false,false,257129120,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,33,HARALD
false,false,257427920,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,222,HARALD
false,false,257332620,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,99,HARALD BERGE
false,true,259000840,3H,WELL BOAT,BRØNNFARTØY,90,HARALD MARTIN
false,true,259004936,3H,WELL BOAT,BRØNNFARTØY,99,HARALD MARTIN
false,false,258073000,7F2,RESCUE VESSEL,REDNINGSFARTØY,51,HARALD V
false,false,257053400,5I,CATAMARAN/TRIMARAN/HYDROFOIL SHIP,PASSASJERSKIP/FERGER:KATAMA/TRIMA/HYDROF,40,HARDANGERPRINS
false,false,257003140,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,99,HARDINGEN
false,false,257841010,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,34,HÅREK
false,false,257930800,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,99,HARRANES
false,false,257944700,,,,99,HARRY
false,false,257164720,,,,30,HARSTADVAERING ZI B
false,false,259107000,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,HARTO
false,false,257800900,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,34,HASSE
false,false,257865500,,,,30,HASTING
false,false,257501900,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,HATTBØEN
false,false,257008000,1D,CHEMICAL TANKER,TANKSKIP: KJEMIKALIER,70,HAUGFJORD
true,true,259301000,3H,WELL BOAT,BRØNNFARTØY,79,HAUGLAKS
false,false,259029450,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,40,HAUK
false,false,257055500,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,38,HAUK
false,false,257124790,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,37,HAUK
false,false,257036200,,,,35,HAUK
false,false,257141500,,,,40,HAUKEN
false,false,257126880,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,53,HAUKEN
false,false,257026400,,,,60,HAUKEN
false,false,258011160,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,HAUKØY
false,false,257059060,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,60,HAV
false,false,259031900,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,90,HAVBLIKK
false,false,259028940,,,,51,HAVBRAND
false,false,257071140,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,HAVBRIS
false,false,257071540,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,HAVBRIS
false,false,257920700,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,HAVBRUKSSERVICE
false,false,259428000,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,HAVDRØN
false,false,259020620,,,,99,HAVDROTT
false,false,257064050,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,40,HAVELLA
false,false,257150640,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,HAVELLA
false,false,258579000,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,40,HAVELLA
false,false,257084340,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,22,HAVELLA
false,false,257566700,,,,47,HAVELLE
false,false,257119590,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,HAVFISKEN
false,false,259007700,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,99,HAVFJORD
false,false,825900002,,,,90,HAVFORSKNINGSINSTITU
false,false,825900004,,,,90,HAVFORSKNINGSINSTITU
false,false,257914600,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,99,HAVGLIMT
false,false,257691500,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,20,HAVGULA
false,false,259305000,7D1,SUPPLY VESSEL,FORSYNINGSSKIP,70,HAVILA VENUS
false,false,257264900,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,79,HAVKONGEN
false,false,257229800,1B,OIL TANKER,TANKSKIP: OLJE,80,HAVNEBUNKER III
false,false,257002230,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,HAVNES
false,false,257002170,,,,53,HAVNEVAKT 01
false,false,259005030,,,,55,HAVOERN
false,false,257973500,,,,70,HAVORN
false,true,259199000,3H,WELL BOAT,BRØNNFARTØY,70,HAVØRN
false,false,257032580,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,99,HAVØRN
false,false,257129440,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,HAVØRN
false,true,259149848,3H,WELL BOAT,BRØNNFARTØY,99,HAVØRN
false,true,259200280,3H,WELL BOAT,BRØNNFARTØY,99,HAVØRN
false,false,257127090,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,90,HAVØRNA
false,false,257645900,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,HAVØY
false,false,257013420,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,HAVPRYD
false,false,257331220,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,99,HAVSKJELL
false,false,259005960,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,HAVSULA
false,false,257088500,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,90,HAVSULA
false,false,257100740,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,99,HAVSUND
false,false,257492800,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,99,HAVSUND
false,false,258011190,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,40,HAVSVALEN
false,false,259707000,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,HAVTIND
false,true,257347000,3H,WELL BOAT,BRØNNFARTØY,70,HAVTRANS
false,false,230028670,,,,33,HECTOR
false,false,257127430,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,HEDDA MARIE
false,false,259017270,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,40,HEFRING
false,false,257201920,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,99,HEGE
false,false,258853000,4B,GENERAL DRY CARGO SHIP,STYKKGODSSKIP: VANLIG STYKKGODS,75,HEIDI
false,false,257695500,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,HEIDI ANITA
false,false,257892800,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,HEILHORNET
false,false,257125980,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,53,HEILO
false,false,257029770,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,HEIMDALL
false,false,257306500,3A,BULK CARRIER: - UNSPECIFIED,BULKSKIP: - UBESTEMT,79,HEIMTUN 2
false,false,257093560,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,33,HEKKINGEN
false,false,257859900,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,79,HEKLA
false,false,257131140,,,,40,HEL
false,false,257789900,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,79,HELEN
false,false,257054630,,,,30,HELENE
false,false,257999000,4A,GENERAL CARGO SHIP: - UNSPECIFIED,STYKKGODSSKIP: - UBESTEMT,79,HELENE H
